nama_kegiatan,skpd,harga_kontrak,nomor,nama_pekerjaan,metode,npwp,nama_perusahaan,alamat,hps,penawaran,setelah_negosiasi,alamat_pemenang,npwp
Belanja Makanan dan Minuman Kegiatan,Satuan Polisi Pamong Praja,149450000,027/06/PPBJ.Tap/MAMIN.0P.10-Pol.PP/14,Belanja Modal Pengadaan Printer & Belanja Modal Pengadaan Komputer Notebook & Belanja Modal Pengadaan Komputer PC,Pengadaan Langsung,31.682.355.8-429.000,CV. UNGGUL PRATAMA,Jl. Bunga Bakung I No. 3,51931000,51887000,51766000,CV. UNGGUL PRATAMA Jl. Bunga Bakung I No. 3,31.682.355.8-429.000
Belanja Bahan Bakar Minyak/gas dan Pelumas,Satuan Polisi Pamong Praja,135313200,027/07/PPBJ.Peng/pelumas-Pol.PP/14,Belanja modal pengadaan konstruksi/pembelian gedung kantor,Pengadaan Langsung,31.708.728.6-424.000,CV. ALMAGADA,Jl. Srikania No. 2,156781196,155724990,155584390,CV. ALMAGADA Jl. Srikania No. 2,31.708.728.6-424.000
Belanja Makanan dan Minuman Kegiatan,Satuan Polisi Pamong Praja,140700000,027/07/PPBJ.Peng/MaminOG.11-Pol.PP/14,Belanja Modal Pengadaan Konstruksi/Gedung kantor/pengadaan pagar kantor kelurahan Sukawarna,Pengadaan Langsung,02.445.949.7-424.000,CV. MUARA KARYA,Jl. Galaxy III No. 57 Margahayu raya,59869891,59720240,59520110,CV. MUARA KARYA Jl. Galaxy III No. 57 Margahayu raya,02.445.949.7-424.000
Belanja Makanan dan Minuman Kegiatan,Satuan Polisi Pamong Praja,132600000,027/07/PPBJ.Peng/TNIPOLRI-Pol.PP/14,Belanja Modal Pengadaan Papan Visual Elektronik & Belanja Modal Pengadaan Peralatan Jaringan Komputer & Belanja Modal Pengadaan Komputer Notebook & Belanja Modal Pengadaan Komputer Mainframe/Server,Pengadaan Langsung,31.682.355.8-429.000,CV. UNGGUL PRATAMA,Jl. Bunga Bakung I No. 3,196295000,195030000,194810000,CV. UNGGUL PRATAMA Jl. Bunga Bakung I No. 3,31.682.355.8-429.000
Belanja Makanan dan Minuman Kegiatan,Satuan Polisi Pamong Praja,126000000,027/07/PPBJ.Peng/0P.11-Pol.PP/14,Pembuatan sumur resapan,Pengadaan Langsung,31.603.404.0-423.000,CV. DHANIAZ JAYA,Jl. Sukaluyu I No.39 RT.02 RW.06,98798734,98525930,98427560,CV. DHANIAZ JAYA Jl. Sukaluyu I No.39 RT.02 RW.06,31.603.404.0-423.000Â
Belanja Modal Pengadaan Mesin Genset,Satuan Polisi Pamong Praja,184800000,027/07/PPBJ.Peng/Genset-Pol.PP/14,Belanja Jasa Konsultansi Evaluasi/Pengawasan,Pengadaan Langsung,03.335.390.5-429.000,CV. ARGYA PADJADJARAN,Jl. Merkuri Selatan XIII No. 3 RT.02/RW.08,48985750,48655750,48463250,CV. ARGYA PADJADJARAN Jl. Merkuri Selatan XIII No. 3 RT.02/RW.08,03.335.390.5-429.000
Belanja Makan dan Minum Kegiatan,Satuan Polisi Pamong Praja,72420000,027/07/PPBJ.Peng/Mamin.ZM.11-Pol.PP/14,Belanja Pakaian Adat Daerah,Pengadaan Langsung,31.214.582.4-422.000,CV. SHIDQI,Jl. Sukamulya II no. 8 RT 004/009 Sukaasih Bojongloa Kaler,55770000,52970500,52767000,CV. SHIDQI Jl. Sukamulya II no. 8 RT 004/009 Sukaasih Bojongloa Kaler,31.214.582.4-422.000
Belanja Makan dan Minum Kegiatan,Satuan Polisi Pamong Praja,70560000,027/07/PPBJ.Peng/Mamin.ZM.12-Pol.PP/14,"Perbaikan Toilet Ruang Sekda, perbaikan dapur KPP Sekda & perbaikan Lorong, Toilet & Mushola KPP Sekda",Pengadaan Langsung,31.753.636.5-429.000,PT. SHEINA USAHATAMA,Jl. Riung Karya 4-B No. 7,135167311,134830780,134436390,PT. SHEINA USAHATAMA Jl. Riung Karya 4-B No. 7,31.753.636.5-429.000
Belanja Modal Rehab Sedang Gedung Kantor,Satuan Polisi Pamong Praja,197890000,027/02.42/26.01/PPBJ.Peng/Pol.PP/14,Belanja Cetakan Pendukung Pelaksanaan Kegiatan Bendahara SKPD,Pengadaan Langsung,01.883.866.4-424.000,ADVINDO BUANA KARYA,Jl. Pasundan No. 127 Bandung,73851250,72542250,71704870,ADVINDO BUANA KARYA Jl. Pasundan No. 127 Bandung,01.883.866.4-424.000
Pengadaan Peralatan dan Perlengkapan Kantor,SEKRETARIAT DAERAH Asisten Administrasi Umum,61264500,027/01-UMUM/PBJ/01.13/2014,Peningkatan Jl.Cijero Kaso,Pengadaan Langsung,01.767.521.6-423.000,CV MUSLIH SAPUTRI,Jl Padasuka no 30,199126253,198091370,197687900,CV MUSLIH SAPUTRI Jl Padasuka no 30,01.767.521.6-423.000
Pengadaan Alat Tulis Kantor,SEKRETARIAT DAERAH Asisten Administrasi Umum,58686100,027/01-UMUM/PBJ/01.10/2014,Rehabilitasi/Pemeliharaan Periodik Jl.Serang,Pengadaan Langsung,31.747.983.0-423.000,CV. SUGIH KARYA PUTRA,sadang luhur 13 no 1/58,139500579,139120550,138793850,CV. SUGIH KARYA PUTRA sadang luhur 13 no 1/58,31.747.983.0-423.000
Pengadaan Barang Cetakan,SEKRETARIAT DAERAH Asisten Administrasi Umum,58102000,027/01-UMUM/PBJ/01.11/2014,BDS.53. Pasangan TPT S. Mekarjati Kel. Pasir Biru Kec. Cibiru,Pengadaan Langsung,01.612.193.1-424.000,CV.MULYA KARYA PUTERA,jl.cianjur no.23a bandung,176938574,176224940,176055650,CV.MULYA KARYA PUTERA jl.cianjur no.23a bandung,01.612.193.1-424.000
Belanja Modal Pengadaan Komputer Note Book,SEKRETARIAT DAERAH Bagian Hukum & HAM,79200000,027/1303/PPBJ.PPPA/BAPPL/2014,Belanja Modal Pengadaan Almari,Pengadaan Langsung,31.603.404.0-423.000,CV. DHANIAZ JAYA,Jl. Sukaluyu I No.39 RT.02 RW.06,98005875,97974250,97405000,CV. DHANIAZ JAYA Jl. Sukaluyu I No.39 RT.02 RW.06,31.603.404.0-423.000
Belanja Jasa Konsultasi Pengembangan (Penyusunan dan Pembuatan CD Produk Hukum Daerah Tahun 2014),SEKRETARIAT DAERAH Bagian Hukum & HAM,49940000,027/6906/PPBJ.PPPA/BAPPL/2014,Belanja Modal Pengadaan Peralatan jaringan Komputer & Belanja Modal Pengadaan Komputer Manframe/ Server & Belanja Modal Pengadaan TV & Belanja Modal Pengadaan AC,Pengadaan Langsung,31.651.373.8-429.000,CV. MEGA PELANGI ABADI,JL. PURWAKARTA 3 NO. 30,76338900,76338900,76307000,CV. MEGA PELANGI ABADI JL. PURWAKARTA 3 NO. 30,31.651.373.8-429.000
Belanja Jasa Konsultasi Pengembangan (Up dating Data Filling JDI Hukum On Line),SEKRETARIAT DAERAH Bagian Hukum & HAM,49753000,027/6947/PPBJ.PPPA/BAPPL/2014,Belanja Pelatihan Kinerja,Pengadaan Langsung,02.913.038.2-424.000,CV. DAMAR ARTHA MAS,JALAN ANGKLUNG NO. 6 TURANGGA - LENGKONG BANDUNG,80971700,0,80719200,CV. DAMAR ARTHA MAS JALAN ANGKLUNG NO. 6 TURANGGA - LENGKONG BANDUNG,02.913.038.2-424.000
Belanja Modal Pengadaan Hardisk Eksternal & Belanja Modal Pengadaan Printer & Belanja Modal Pengadaan Komputer Note book & Belanja Modal Pengadaan Komputer/PC & Belanja Modal Pengadaan Mesin Fotocopy,SEKRETARIAT DAERAH Bagian Kerjasama,58025000,027/37/PPBJ/IV/02.12/Bag.KSD/2014,"Belanja spanduk, brosur, pamflet, umbul-umbul dan sarana informasi lainnya",Pengadaan Langsung,02.241.344.7-423.000,CV KINASIH,Jl. Baranang Siang No.17 Rt 001/011,108416000,106480000,104544000,CV KINASIH Jl. Baranang Siang No.17 Rt 001/011,02.241.344.7-423.000
Belanja Cetak Booklet dan Cetak Leaflet,SEKRETARIAT DAERAH Bagian Kerjasama,63937500,027/131/PPBJ/XI/25.05/Bag.KS/2014,Belanja Pakaian Sipil Resmi (PSR),Pengadaan Langsung,31.458.947.4-429.000,CV. PUTERA PRIANGAN,Jl.Cigending No.3 Ujungberung Bandung,67974500,67320000,66759000,CV. PUTERA PRIANGAN Jl.Cigending No.3 Ujungberung Bandung,31.458.947.4-429.000
Belanja Kamera & Belanja Hardisk Eksternal & Belanja UPS/Stabilizer & Belanja Printer & Belanja Komputer Notebook & Belanja Komputer & Belanja Pesawat Televisi & Belanja Pendingin Ruangan/AC & Belanja Mesin Penghancur Kertas,SEKRETARIAT DAERAH Bagian Kerjasama,143434500,027/141/PPBJ/XII/02.12/Bag.KS/2014,Pengadaan Bahan Pameran Pembangunan,Pengadaan Langsung,31.308.657.1-422.000,CV. CITRA MANDIRI,Jl. Karasak No.38C Astana Anyar,59928000,59488000,59200500,CV. CITRA MANDIRI Jl. Karasak No.38C Astana Anyar,31.308.657.1-422.000
Belanja Modal pengadaan Kulkas & Belanja Modal pengadaan Printer & Belanja Modal pengadaan Komputer/PC & Belanja Modal pengadaan Pendingin Udara/AC & Belanja Modal pengadaan Lemari Arsip/Rak Buku & Belanja Modal pengadaan Mesin Tik Elektrik,SEKRETARIAT DAERAH Bagian Kerjasama,58058000,027/160/PPBJ/XII/02.12/Bag.KS/2014,Belanja Makanan dan Minuman Kegiatan,Pengadaan Langsung,31.717.557.8-424.000,CV. DASYA PRATAMA,Jl. Sindang Palay No. 15B Bandung,84190900,83497400,83220000,CV. DASYA PRATAMA Jl. Sindang Palay No. 15B Bandung,31.717.557.8-424.000
Belanja kursus-kursus singkat/pelatihan peningkatan motivasi kerja pegawai di lingkungan Bagian Kesra dan Kemasyarakatan,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,62370000,11/VI/05.04/PPBJ-Kesra/2014,PENGADAAN BALLAST HPIT 250 W/220 V,Pengadaan Langsung,01.935.675.7-424.000,CV. MUSTIKA PRATAMA,Jl. Buah Batu No. 267,166980000,166760000,166540000,CV. MUSTIKA PRATAMA Jl. Buah Batu No. 267,01.935.675.7-424.000
Belanja Makanan dan Minuman Safari Ramadhan,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,108360000,11.04/MM.III-SPMP/PPBJ/Kesra,Pembangunan PJL Jl. Gagak (Mulai Jl. Cipadung s/d Jl. Manglayang I),Pengadaan Langsung,01.935.774.8-446.000,CV RIZAL,Jl. P Kornel Link. Sawah Bera No.05 RT.01 RW.03 Pasanggrahan Baru Sumedang Selatan,171378379,170771090,170206220,CV RIZAL Jl. P Kornel Link. Sawah Bera No.05 RT.01 RW.03 Pasanggrahan Baru Sumedang Selatan,01.935.774.8-446.000
Belanja Modal Printer Laser Jet & Belanja Modal Printer A3 & Belanja Modal Komputer Notebook,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,81950000,07.01/02.12/VI/PPBJ-Kesra/2014,"Pengerukan Saluran, Tali air dan Gorong-gorong Jl.Diponegoro",Pengadaan Langsung,31.269.208.0-429.000,CV. CATUR SINAR MAS NUGRAHA,Jl. Sauyunan VI No.100 Capamokolan Rancasari,72859233,72316920,72200870,CV. CATUR SINAR MAS NUGRAHA Jl. Sauyunan VI No.100 Capamokolan Rancasari,31.269.208.0-429.000
Belanja ATK / Seminar KIT,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,66825000,18.02/KIT-SPMP/PPBJ/Kesra,BDS.73. Pasangan TPT S. Cipanjalu XI Kec. Cinambo,Pengadaan Langsung,01.450.019.3-424.000,CV.UTAMI,JL.SALENDRO UTARA NO.19,131261264,130217830,129982210,CV.UTAMI JL.SALENDRO UTARA NO.19,01.450.019.3-424.000
Belanja Makanan dan Minuman Pegawai Pelaksanaan Kegiatan UKS Kota Bandung,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,56250000,16.19/11.04/VII-BAPGP/PPBJ/Kesra,Pembangunan PJL Jl. H. Anwar ( Mulai Jl. Cijerah s/d Jl. H. Alpi),Pengadaan Langsung,01.427.114.2-429.000,PT. ANDOR KHARISMA,Jl. Sanggar Kencana 23 No. 1,88128425,87481400,87283280,PT. ANDOR KHARISMA Jl. Sanggar Kencana 23 No. 1,01.427.114.2-429.000
Belanja Sewa Peralatan Panggung dan Upacara & Belanja Sewa Tenda & Belanja Sewa Meja kursi,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,58030500,027/1341/15.04/PPBJ-Kesra/2014,Pengerukan Saluran Jl.Pasir Luyu dan Jl.Pasir Salam,Pengadaan Langsung,02.629.420.7-429.000,CV. PURBA GEBANG,JL. ARISANDI II NO. 57,127951016,127232000,127112650,CV. PURBA GEBANG JL. ARISANDI II NO. 57,02.629.420.7-429.000
Belanja Perjalanan Dinas Luar Daerah,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,59388000,027/1318.a/16.19/PPBJ-Kesra/2014,Peningkatan Jl. Simpang Pahlawan 1,Pengadaan Langsung,31.713.438.5-429.000,CV. DIAN GRAHA KONTRAKTOR,Jl. Cirengot Gg. Sukamulya IV No. 9,198891116,198202760,197742690,CV. DIAN GRAHA KONTRAKTOR Jl. Cirengot Gg. Sukamulya IV No. 9,31.713.438.5-429.000
Belanja Pakaian Olahraga Dalam Rangka Peringatan Hari Jadi Kota Bandung ke 204 Tahun 2014,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,74800000,027/1617-Kesra&Kemasy/2014,Belanja Modal Pengadaan Mebeulair SDN Prakarsa 1,Pengadaan Langsung,31.244.003.5-424.000,CV. NAGOESTA,Jl. A. Yani Gg. Samsi V no. 179/121 A Bandung,82945500,82524200,80740000,CV. NAGOESTA Jl. A. Yani Gg. Samsi V no. 179/121 A Bandung,31.244.003.5-424.000
Belanja Jasa Konsultasi Penelitian,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,48873000,23.01/21.01/V-BAPGP/PPBJ/Bag.Kesra,Belanja Pakaian Olah Raga,Pengadaan Langsung,02.789.222.3-429.000,CV. NAKASA PRIMA,Jl. Tulip Mekar IV No. 5 Rt.08 Rw.02,93406500,92752000,92191000,CV. NAKASA PRIMA Jl. Tulip Mekar IV No. 5 Rt.08 Rw.02,02.789.222.3-429.000
Belanja Makanan dan Minuman Kegiatan,SEKRETARIAT DAERAH Bagian Kesejahteraan Rakyat & Kemasyarakatan,75128500,027/1407-Kesra&Kemasy/2014,Belanja jasa keamanan rusunawa Rancacili,Pengadaan Langsung,02.657.910.2-401.000,PT. INDO SARANA USAHA,Jalan Cipamokolan No 86,106480000,105270000,105270000,PT. INDO SARANA USAHA Jalan Cipamokolan No 86,02.657.910.2-401.000
Belanja Modal Pengadaan Komputer/PC,SEKRETARIAT DAERAH Bagian Organisasi & Pemberdayaan Aparatur Daerah,63580000,01/PPPL.PPBJ/PC/VIII/2014,"Rehabilitasi/Pemeliharaan Periodik JL.Madura, Jl.Ambon",Pengadaan Langsung,02.221.885.3-429.000,CV. VICHI,Jl. Aeromodeling No. 35,184520565,183693360,183237630,CV. VICHI Jl. Aeromodeling No. 35,02.221.885.3-429.000
Belanja Modal Pengadaan Telepon,SEKRETARIAT DAERAH Bagian Organisasi & Pemberdayaan Aparatur Daerah,50820000,02/PPPL.PPBJ/Smartphone/VIII/2014,"Pembangunan PJL Jl. Eceng, Jl. Genjer",Pengadaan Langsung,02.241.409.8-423.000,CV.PRIMA SHINA,JL.Bangbayang No.78 Kelurahan Dago Bandung,126078690,125870630,125407460,CV.PRIMA SHINA JL.Bangbayang No.78 Kelurahan Dago Bandung,02.241.409.8-423.000
Belanja Modal Pengadaan Komputer Note Book,SEKRETARIAT DAERAH Bagian Organisasi & Pemberdayaan Aparatur Daerah,89815000,03/PPPL.PPBJ/Notebook/V/2014,Pembangunan PJL di Jl. Taruna,Pengadaan Langsung,31.526.384.8-429.000,PT. NABILA KARYA PRIMA,Jl. Parakan Saat Grand Antapani TownHouse Kav A No.3 Bandung,142907586,142757540,142151470,PT. NABILA KARYA PRIMA Jl. Parakan Saat Grand Antapani TownHouse Kav A No.3 Bandung,31.526.384.8-429.000
Belanja Jasa Penyelenggaraan Acara Bimbingan Teknis Penyusunan SOP,SEKRETARIAT DAERAH Bagian Organisasi & Pemberdayaan Aparatur Daerah,93432500,027/09/EO/Bimtek.SOP/2014,BDS.34. PASANGAN TPT S. CIPANJALU KEC. UJUNGBERUNG,Pengadaan Langsung,02.235.018.5-424.000,CV. RIZKYA MARTHIN,Jl. M. Toha Gg. Mulya I No 7,165168412,164512600,163392960,CV. RIZKYA MARTHIN Jl. M. Toha Gg. Mulya I No 7,02.235.018.5-424.000
Belanja Pakaian Olah Raga & Belanja Pakaian Batik Tradisional & Belanja Pakaian Adat Daerah & Belanja Pakaian Perlindungan Masyarakat (LINMAS) & Belanja Pakaian Dinas Harian (PDH),SEKRETARIAT DAERAH Bagian Organisasi & Pemberdayaan Aparatur Daerah,60813500,027/09/Pakaian/VII/2014,Pengadaan Armatur Flood Lighting 400 W/220V Lengkap,Pengadaan Langsung,21.070.325.2-424.000,CV. FAZA AGUNG,Jl. Buana Mekar No. 18 Logam,63107550,62964000,62700000,CV. FAZA AGUNG Jl. Buana Mekar No. 18 Logam,21.070.325.2-424.000
Belanja Penyelenggaraan Acara Bimtek Penerapan Standar Pelayanan Publik,SEKRETARIAT DAERAH Bagian Organisasi & Pemberdayaan Aparatur Daerah,85042500,027/09/EO/Bimtek.SPP/2014,Belanja Pemeliharaan Bangunan SOR / GOR Tenis Maluku,Pengadaan Langsung,31.478.398.6-423.000,CV. ADI KARYA WARDANA,JL. SETIA NO. 44 BANDUNG,199624169,199475370,198985390,CV. ADI KARYA WARDANA JL. SETIA NO. 44 BANDUNG,31.478.398.6-423.000
Belanja Jasa Penyelenggaraan Acara,SEKRETARIAT DAERAH Bagian Organisasi & Pemberdayaan Aparatur Daerah,69300000,027/09/EO/Bimtek.Audit/2014,"Belanja Pemeliharaan Jalan (Jalan/Gang Lingkungan/ Lapangan, Kirmir, Kerb/Pengecatan) Kelurahan Pasirbiru",Pengadaan Langsung,31.156.315.9-429.000,CV. PAKUAN JAYA,KOMP. GIRIMANDE BLOK C-3 NO.2,84835958,84720260,84610690,CV. PAKUAN JAYA KOMP. GIRIMANDE BLOK C-3 NO.2,31.156.315.9-429.000
Belanja Modal Pengadaan Infocus Mini & Belanja Modal Pengadaan Kamera Digital SLR & Belanja Modal Pengadaan Komputer Note Book & Belanja Modal Pengadaan Komputer/PC & Belanja Modal Pengadaan Filling Kabinet & Belanja Modal Absensi Elektronik,SEKRETARIAT DAERAH Bagian Organisasi & Pemberdayaan Aparatur Daerah,149902500,027/01/02.12/PPPL.PPBJ/XII/2014,Pemeliharaan Taman Jl. Merdeka pintu keluar depan pos jaga,Pengadaan Langsung,02.778.936.1-423.001,CV.CIPTA WAHANA TEKNIK,Jl. Tamansari Gg. Pancaniti 157 Bandung,199659508,199411780,199107300,CV.CIPTA WAHANA TEKNIK Jl. Tamansari Gg. Pancaniti 157 Bandung,02.778.936.1-423.001
Belanja Modal Pengadaan Komputer Notebook,SEKRETARIAT DAERAH Bagian Pembangunan dan Sumber Daya Alam,101904000,027/606/PPBJ/III/NON/BPSDA-2014,Co-Location Server Database E-Proc,Pengadaan Langsung,01.594.102.4-003.000,PT COMTRONICS SYSTEM,Setrasari Mall Blok B4 Kav.74,77863500,77621500,77440000,PT COMTRONICS SYSTEM Setrasari Mall Blok B4 Kav.74,01.594.102.4-003.000
Belanja Jasa Cleaning Service,SEKRETARIAT DAERAH Bagian Pembangunan dan Sumber Daya Alam,71390000,027/406/PPBJ/III/NON/BPSDA-2014,Belanja Kawat/Faksimili/internet Co-Location Server System,Pengadaan Langsung,02.184.519.3-013.000,PT. QIANDRA INFORMATION TECHNOLOGY,"Wisma Pondok Indah 2, 17th floor, suite 1705. Jl. Sultan Iskandar Muda Kav V-TA",77863500,77621500,77440000,"PT. QIANDRA INFORMATION TECHNOLOGY Wisma Pondok Indah 2, 17th floor, suite 1705. Jl. Sultan Iskandar Muda Kav V-TA",02.184.519.3-013.000
Belanja Pakaian Dinas Harian (PDH) dan Sepatu & Belanja Pakaian Batik Tradisional & Belanja Pakaian Adat Daerah & Belanja Pakaian Sipil Resmi (PSR) & Belanja Pakaian Sipil Lengkap (PSL) & Belanja Pakaian Sipil Harian (PSH),SEKRETARIAT DAERAH Bagian Pembangunan dan Sumber Daya Alam,71126000,027/156/PPBJ/III/NON/BPSDA-2014,Belanja Cetak,Pengadaan Langsung,01.588.504.9-424.000,CV. ADIATAMA,JL. Pasundan 94/19 A,59400000,58575000,57750000,CV. ADIATAMA JL. Pasundan 94/19 A,01.588.504.9-424.000
Belanja Jasa Penyelenggaraan Acara,SEKRETARIAT DAERAH Bagian Pembangunan dan Sumber Daya Alam,99015000,027/026/PPBJ/III/NON/BPSDA-2014,Belanja kawat/faksimili/internet (Sewa internet dedicated access),Pengadaan Langsung,01.710.831.7-423.001,PT. RAHAJASA MEDIA INTERNET,Wisma Bumiputera Lt.3 Suite 301B Jl. Asia Afrika No.141-149,391380000,391380000,391380000,PT. RAHAJASA MEDIA INTERNET Wisma Bumiputera Lt.3 Suite 301B Jl. Asia Afrika No.141-149,01.710.831.7-423.001
Belanja Pembinaan Kinerja Aparatur,SEKRETARIAT DAERAH Bagian Pembangunan dan Sumber Daya Alam,65208000,027/356/PPBJ/VIII/NON/BPSDA-2014,"Pengerukan Saluran, dan gorong-gorong Jl. Leuwipanjang",Pengadaan Langsung,02.235.039.1-424.000,CV. CIPTA PERKASA,Jl. Rio Susilo C-215 Bandung,74223908,73727350,73608000,CV. CIPTA PERKASA Jl. Rio Susilo C-215 Bandung,02.235.039.1-424.000
Belanja Jasa Penyelenggaraan Acara,SEKRETARIAT DAERAH Bagian Pembangunan dan Sumber Daya Alam,80514500,027/496/PPBJ/XII/NON/BPSDA-2014,"Sewa Peralatan Panggung & Sewa Tenda & Sewa Meja Kursi Dalam Rangka Peringatan HUT BLA ke 68 Tahun 2014 tanggal 21, 23 dan 24 Maret 2014 di Lapangan Tegallega dan Plaza Balaikota",Pengadaan Langsung,02.333.168.9-429.000,CV. AGS,Jl. Propelat No.8,84689000,83464700,83062650,CV. AGS Jl. Propelat No.8,02.333.168.9-429.000
Belanja Modal Pengadaan Smartphone & Belanja Modal Pengadaan Komputer Notebook,SEKRETARIAT DAERAH Bagian Pemerintahan Umum,81355000,027/16/PPBJ/IV/02.12/Pem.Um/2014,"BDSWA-02.Pengadaan Bahan Baku Bangunan untuk Pekerjaan di Kec. Ujungberung 1. Pasangan TPT Anak Kali Cinambo, 2. Perbaikan Bendung S. Cigending, 3. Pas TPT S.Gandol, 4. Pas. TPT Anak Kali Cipariuk, 5. Pas TPT Sal. Cigending , 6. Pas TPT S. Cihampelas",Pengadaan Langsung,31.580.819.6-429.000,CV.SEJAHTERA,Jl.Taruna Baru IV No. 50 PAV,191674890,189949650,189639450,CV.SEJAHTERA Jl.Taruna Baru IV No. 50 PAV,31.580.819.6-429.000
Belanja Pelatihan Peningkatan Motivasi Kerja Pegawai di Bagian Perekonomian,SEKRETARIAT DAERAH Bagian Perekonomian,63360000,07/05.04/PPBJ-Bag.Ek/2014,BTS-36 Pasangan TPT Sal. Ciporeat Kec. Ujung Berung,Pengadaan Langsung,02.241.792.7-423.000,CV TRIA KUSUMAH,jl. Sapujagat No. 19A Bandung,133029507,132721370,132568470,CV TRIA KUSUMAH jl. Sapujagat No. 19A Bandung,02.241.792.7-423.000
Belanja Jasa Konsultansi Perencanaan Buku Road Map Kota Kreatif,SEKRETARIAT DAERAH Bagian Perekonomian,49874000,11/21.06/PKPIK-21.02/Bag.Ek/2014,Pengadaan Bahan Baku Bangunan Perbaikan Rumah Tidak Layak Huni pada SWK Arcamanik,Pengadaan Langsung,01.280.474.6-429.000,CV. MAMUR SARI PERDANA,Jl. Cisaranten Kulon No.43,76162510,75900000,75675150,CV. MAMUR SARI PERDANA Jl. Cisaranten Kulon No.43,01.280.474.6-429.000
Belanja Jasa Konsultansi Desain Kartu,SEKRETARIAT DAERAH Bagian Perekonomian,19977100,..................................................,Belanja modal pengadaan kursi tamu & Belanja modal pengadaan meja pelayanan & Belanja modal pengadaan komputer note book & Belanja modal pengadaan Filling Kabinet,Pengadaan Langsung,02.203.859.0-429.000,CV. ANGGARI MEDIA KOMUNIKA,JL. SUBANG RAYA NO. 22 BANDUNG,76340000,75845000,75487500,CV. ANGGARI MEDIA KOMUNIKA JL. SUBANG RAYA NO. 22 BANDUNG,02.203.859.0-429.000
Belanja Makanan dan Minuman Kegiatan,SEKRETARIAT DAERAH Bagian Perekonomian,80620000,11/38.04-MAMIN/Bag.Ek/2014,Belanja Makanan dan Minuman Kegiatan,Pengadaan Langsung,02.235.895.6-424.000,CV GATRA ARIDA,JL.MACAN NO 16,114358800,113793600,113040000,CV GATRA ARIDA JL.MACAN NO 16,02.235.895.6-424.000
"Belanja Souvenir dan T-shirt & Belanja Spanduk,Brosur, Pamflet, Umbul-umbul, dll",SEKRETARIAT DAERAH Bagian Perekonomian,79098580,11/38.04-Spanduk/Bag.Ek/2014,Belanja Cetak Booklet dan Cetak Leaflet,Pengadaan Langsung,31.184.492.2-423.000,CV. PACKAGING HOUSE,Ruko Surapati Core Blok M No.28 Pasirlayung,74910000,68062500,63937500,CV. PACKAGING HOUSE Ruko Surapati Core Blok M No.28 Pasirlayung,31.184.492.2-423.000
Belanja Cetak dan Publikasi & Belanja Cetak,SEKRETARIAT DAERAH Bagian Perekonomian,63197200,11/38.04-CtkPublikasi/Bag.Ek/2014,Belanja Jasa Penyelenggaraan Acara,Pengadaan Langsung,02.065.377.0-429.000,CV. CHANDRA JAYA,Jl. Plered XI No. 6 Antapani,69930000,69615000,69300000,CV. CHANDRA JAYA Jl. Plered XI No. 6 Antapani,02.065.377.0-429.000
Belanja Alat Tulis Kantor,SEKRETARIAT DAERAH Bagian Perekonomian,67187450,11/38.04-ATK/Bag.Ek/2014,Belanja Sewa Peralatan Panggung dan Upacara & Belanja Sewa Tenda & Belanja Sewa Meja Kursi,Pengadaan Langsung,02.587.708.5-429.000,CV. CIPTA ADI PERKASA,Jl. Cinambo Indah No. 101 Ujung Berung,97152000,96616300,94600000,CV. CIPTA ADI PERKASA Jl. Cinambo Indah No. 101 Ujung Berung,02.587.708.5-429.000
Belanja Sewa Peralatan Panggung dan Upacara & Belanja Sewa Tenda & Belanja Sewa Meja Kursi,SEKRETARIAT DAERAH Bagian Perekonomian,94600000,11/38.04-SEWA/Bag.Ek/2014,Pengadaan bantal guling dan bed cover di rumah dinas,Pengadaan Langsung,02.203.512.5-429.000,CV.MEKAR JAYA,jl.kadipaten 6 no.2 antapani,74999100,74586600,74388600,CV.MEKAR JAYA jl.kadipaten 6 no.2 antapani,02.203.512.5-429.000
Belanja Jasa Konsultansi Perencanaan,SEKRETARIAT DAERAH Bagian Perekonomian,49643000,11/PKPIK-ProfilEkraf/Bag.Ek/2014,Pengadaan meubelair lemari set lengkap ruang tidur utama Pendopo,Pengadaan Langsung,02.162.069.5-421.000,CV. ANNISA,Jl. Cijerah II Gg. Nusa Indah III Blok XII No. 163,99795696,99504710,99226710,CV. ANNISA Jl. Cijerah II Gg. Nusa Indah III Blok XII No. 163,02.162.069.5-421.000
